CPU Name,CPU Mark
AMD A4-5300B APU,1254
ARM Cortex-A72 4 Core 2394 MHz,1254
Intel Celeron 3765U @ 1.90GHz,1252
Intel Pentium J2900 @ 2.41GHz,1252
Intel Celeron G550 @ 2.60GHz,1250
Intel Pentium A1020 @ 2.41GHz,1249
Intel Core i3-2350M @ 2.30GHz,1246
Rockchip RK,1246
Intel Pentium N3700 @ 1.60GHz,1243
Intel Xeon E3110 @ 3.00GHz,1242
BCM2835,1239
AMD A6-9210,1238
Intel Pentium G840 @ 2.80GHz,1238
Intel Pentium G6950 @ 2.80GHz,1238
Intel Xeon X5260 @ 3.33GHz,1238
AMD Phenom 8650 Triple-Core,1237
Intel Atom x5-Z8500 @ 1.44GHz,1237
Intel Core i3-390M @ 2.67GHz,1237
Intel Core i3-2328M @ 2.20GHz,1233
Intel Core i5-450M @ 2.40GHz,1231
Samsung A13 EUR OPEN REV02B board based on EXYNOS8,1230
AMD Phenom II N830 Triple-Core,1229
Intel Celeron 2950M @ 2.00GHz,1229
MT6755M,1229
AMD A6-5350M APU,1228
AMD Phenom X4 Quad-Core GP-9530,1228
Intel Pentium G645T @ 2.50GHz,1228
ARM Cortex-A15 4 Core 1400 MHz,1227
Mediatek MT8766B,1226
AMD Phenom 8450e Triple-Core,1225
AMD Phenom II P860 Triple-Core,1225
Nvidia Tegra T132,1224
Intel Core i3-2330M @ 2.20GHz,1223
AMD Phenom II X3 705e,1222
Intel Core i3-2310M @ 2.10GHz,1221
Intel Core i3-3217U @ 1.80GHz,1220
AMD A4-9120,1219
Intel Pentium G620 @ 2.60GHz,1219
MT6755V/BM,1219
AMD Phenom II X2 545,1218
AMD Phenom 8450 Triple-Core,1216
ARM Cortex-A57 4 Core 2014 MHz,1216
AMD R-272F APU,1215
Intel Core2 Duo T9800 @ 2.93GHz,1213
AMD A4-9125,1212
AMD Phenom 8600 Triple-Core,1210
Intel Pentium A1018 @ 2.10GHz,1210
MediaTek MT6762G,1209
Intel Pentium N3540 @ 2.16GHz,1207
MediaTek MT6762V/CA,1204
Intel Core i3-380M @ 2.53GHz,1203
Intel Core i5-2537M @ 1.40GHz,1202
Intel Pentium N3530 @ 2.16GHz,1201
Intel Core i5-430M @ 2.27GHz,1200
AMD Opteron 2222,1198
Intel Celeron N3150 @ 1.60GHz,1198
Intel Celeron J3355 @ 2.00GHz,1197
Intel Core2 Duo E8400 @ 3.00GHz,1197
ROC-RK3568-PC HDMI (Android),1197
Intel Core i7-680UM @ 1.47GHz,1196
Intel Celeron 3965Y @ 1.50GHz,1194
MT6762V/CR,1194
AMD Athlon II X2 B26,1193
AMD A6-3400M APU,1190
AMD Phenom 8750B Triple-Core,1188
Intel Atom Z3795 @ 1.60GHz,1188
MediaTek MT6750T,1187
ARM Cortex-A73 4 Core 2100 MHz,1185
AMD Phenom II X2 B55,1183
AMD R-460L APU,1183
ARM Cortex-A72 6 Core 1512 MHz,1183
Intel Core i7-640UM @ 1.20GHz,1183
Intel Celeron 3755U @ 1.70GHz,1182
Intel Core2 Duo T9900 @ 3.06GHz,1180
Intel Pentium 3805U @ 1.90GHz,1180
Qualcomm MSM8939,1180
Intel Celeron N3160 @ 1.60GHz,1177
Intel Pentium E6700 @ 3.20GHz,1176
Intel Pentium E5800 @ 3.20GHz,1174
Intel Celeron G540 @ 2.50GHz,1172
AMD Athlon II X2 245e,1171
AMD A8-7050,1170
AMD Athlon II X2 255,1170
ARM Cortex-A57 4 Core 1734 MHz,1170
AMD A6-5357M APU,1165
AMD Phenom II X640 Dual-Core,1165
AMD Phenom 8400 Triple-Core,1164
Intel Xeon W3505 @ 2.53GHz,1161
MT6757WH,1161
ARM Cortex-A15 8 Core 1400 MHz,1160
Intel Atom x5-Z8550 @ 1.44GHz,1160
Intel Core2 Duo E7600 @ 3.06GHz,1159
AMD Phenom II X2 550,1158
MTK6757,1158
AMD Athlon II X2 250e,1155
AMD QC-4000,1155
Samsung EXYNOS5433,1154
MediaTek MT6750V/WT,1153
Intel Core2 Extreme X9100 @ 3.06GHz,1152
Intel Pentium E6800 @ 3.33GHz,1151
Intel Celeron J1900 @ 1.99GHz,1150
MediaTek MT6753T,1149
AMD A4-4000 APU,1148
AMD E2-3800 APU,1148
AMD A6 Micro-6500T APU,1146
Intel Core i3-370M @ 2.40GHz,1145
Rockchip RK3399 Excavator Board edp avb (Android),1143
AMD Phenom 8850 Triple-Core,1142
AMD Sempron 3850 APU,1142
AMD Athlon II X2 260,1141
Intel Pentium G640T @ 2.40GHz,1139
Intel Pentium N3520 @ 2.16GHz,1139
Intel Core2 Extreme X7800 @ 2.60GHz,1138
AMD Phenom II X2 B53,1137
Intel Celeron G540T @ 2.10GHz,1137
AMD Athlon II X2 250,1135
Intel Pentium E6500 @ 2.93GHz,1135
Intel Pentium E6600 @ 3.06GHz,1135
Intel Core2 Duo E7500 @ 2.93GHz,1131
Intel Core2 Duo P9700 @ 2.80GHz,1131
mocha,1125
AMD A9-9420e,1124
AMD PRO A4-4350B,1123
Intel Celeron 3215U @ 1.70GHz,1123
"Qualcomm Technologies, Inc SCUBAPIIOT",1123
AMD A6-5345M APU,1122
MT8768WD,1122
AMD Athlon II X2 B24,1120
Intel Core i3-2312M @ 2.10GHz,1120
Intel Core2 Duo E6850 @ 3.00GHz,1118
Intel Xeon L5320 @ 1.86GHz,1118
AMD A6-9200,1117
AMD E2-6110 APU,1117
Intel Celeron G530 @ 2.40GHz,1117
AMD Phenom II P840 Triple-Core,1116
Intel Xeon W3503 @ 2.40GHz,1116
AMD Phenom 8250 Triple-Core,1114
Intel Core2 Duo E8135 @ 2.66GHz,1112
Intel Atom x6214RE @ 1.40GHz,1109
Intel Celeron N3350 @ 1.10GHz,1109
Intel Core2 Duo E8200 @ 2.66GHz,1108
AMD Opteron 2220,1106
Rockchip RK3568 EVB7 DDR4 V10 Board,1106
AMD Athlon II X2 210e,1105
Intel Celeron 1005M @ 1.90GHz,1104
Intel Core2 Duo E8435 @ 3.06GHz,1104
Intel Core2 Extreme X7900 @ 2.80GHz,1104
Intel Celeron G550T @ 2.20GHz,1102
AMD Phenom II X2 B57,1099
Intel Core2 Extreme X9000 @ 2.80GHz,1099
Intel Xeon 3075 @ 2.66GHz,1096
Intel Pentium B970 @ 2.30GHz,1094
AMD Athlon II X2 245,1093
AMD E2-9010,1093
Mediatek MT6761,1092
Intel Celeron 2002E @ 1.50GHz,1091
AMD GX-412HC,1090
Intel Pentium G630T @ 2.30GHz,1090
MT6755V/WM,1090
AMD Opteron 1222,1089
Qualcomm MSM 8939 HUAWEI KIW-L21,1088
Intel Celeron G1101 @ 2.27GHz,1086
Intel Core2 Duo P9600 @ 2.66GHz,1086
Qualcomm MSM 8939 HUAWEI TEXAS-A1,1085
AMD Phenom 8250e Triple-Core,1084
"Qualcomm Technologies, Inc MSM8937",1084
AMD A4 Micro-6400T APU,1082
AMD A4-3400 APU,1081
MT8732T,1081
AMD Athlon II X2 235e,1080
Intel Core i3-350M @ 2.27GHz,1080
AMD Phenom X3 8550,1079
Rockchip RK3566 BOX DEMO V10 ANDROID Board,1079
Grandstream GXV3480 Video Phone,1078
Intel Pentium E5700 @ 3.00GHz,1076
Intel Celeron 1000M @ 1.80GHz,1074
MT8768WB,1074
Intel Core2 Duo T9600 @ 2.80GHz,1073
Intel Pentium B980 @ 2.40GHz,1073
Intel Xeon 3085 @ 3.00GHz,1070
MT6755BM,1070
AMD PRO A6-8530B,1069
AMD Phenom II P820 Triple-Core,1068
Qualcomm MSM 8939 HUAWEI KIW-L24,1065
AMD Embedded G-Series GX-215JJ Radeon R2E,1064
Intel Pentium 2127U @ 1.90GHz,1064
Rockchip RK3568 EVB1 DDR4 V10 Board,1064
AMD Phenom II N660 Dual-Core,1063
AMD Phenom X4 Quad-Core GS-6560,1063
Rockchip RK3562,1062
ARM Cortex-A72 6 Core 1416 MHz,1059
AMD Athlon 7850 Dual-Core,1058
Intel Atom E3845 @ 1.91GHz,1058
Intel Core2 Duo E8335 @ 2.66GHz,1057
Intel Celeron 2980U @ 1.60GHz,1056
Intel Celeron G530T @ 2.00GHz,1056
Mediatek MT6761V/CAB,1056
MT6592T,1056
Intel Pentium 3556U @ 1.70GHz,1055
AMD A4-3420 APU,1054
AMD A6-9220C,1053
AMD Athlon II X2 B22,1053
MT8168B,1052
Snapdragon 435,1049
Amlogic AMLT982,1047
AMD A6-1450 APU,1045
AMD GX-222GC SOC,1044
Intel Pentium E6300 @ 2.80GHz,1044
Intel Core2 Duo P9600 @ 2.53GHz,1040
MediaTek MT6750,1040
JLQ JR510,1039
MT8783,1039
Intel Celeron N2940 @ 1.83GHz,1038
Intel Core2 Duo T9500 @ 2.60GHz,1038
AMD Opteron 1220,1036
AMD Opteron 2218,1036
Intel Pentium 3558U @ 1.70GHz,1035
AMD Turion II Ultra Dual-Core Mobile M640,1034
AMD Athlon II X2 240,1032
Qualcomm MSM8937,1032
AMD Athlon II X2 220,1030
MediaTek MT8168,1029
Intel Atom C3338 @ 1.50GHz,1028
Intel Celeron U1900 @ 1.99GHz,1028
Intel Pentium E5500 @ 2.80GHz,1025
Intel Xeon 3070 @ 2.66GHz,1025
tn8,1024
ARM Cortex-A57 8 Core 1500 MHz,1022
Intel Celeron G1820TE @ 2.20GHz,1020
Intel Core2 Duo E8235 @ 2.80GHz,1020
MediaTek MT6753,1018
Intel Core2 Duo E7400 @ 2.80GHz,1017
Intel Core i3-330M @ 2.13GHz,1017
Intel Pentium 2117U @ 1.80GHz,1017
Intel Pentium J2850 @ 2.41GHz,1016
Samsung Exynos 7870,1016
AMD Athlon X2 240e,1015
Intel Celeron B840 @ 1.90GHz,1015
Intel Core i5-560UM @ 1.33GHz,1015
AMD Phenom II N620 Dual-Core,1014
Intel Celeron N2930 @ 1.83GHz,1013
Intel Core2 Duo E6750 @ 2.66GHz,1013
AMD Turion II Ultra Dual-Core Mobile M660,1011
AMD A6-7000 ,1010
AMD Phenom X2 Dual-Core GE-7060,1010
DO-Regular,1010
Intel Core i7-620UM @ 1.07GHz,1010
Rockchip RK3566 RK817 TABLET LP4X Board,1010
AMD A6 PRO-7050B APU,1009
ARM Cortex-A57 4 Core 1912 MHz,1007
AMD A6-4400M APU,1006
AMD Phenom II P920 Quad-Core,1006
Rockchip RK3566,1005
Intel Core i3-3229Y @ 1.40GHz,1004
AMD Athlon II X2 240e,1002
Intel Core2 Duo T9400 @ 2.53GHz,1002
Intel Core i5-540UM @ 1.20GHz,1002
Intel Core2 Duo E7200 @ 2.53GHz,1001
AMD A4-4300M APU,1000
AMD A6-9220e,1000
AMD Athlon 64 X2 Dual Core 6400+,998
Intel Core2 Duo E8300 @ 2.83GHz,997
AMD Athlon X2 215,996
Rockchip RK3566 EVB3 DDR3 V10 Board,994
AMD Athlon 64 FX-62 Dual Core,993
Intel Core2 Duo P9500 @ 2.53GHz,993
Intel Pentium B950 @ 2.10GHz,993
Intel Celeron 2981U @ 1.60GHz,991
"Qualcomm Technologies, Inc SDM429",991
AMD Athlon II X2 4300e,990
Intel Core2 Duo E6700 @ 2.66GHz,990
MT8766A,990
Intel Celeron 1037U @ 1.80GHz,989
AMD Turion II P540 Dual-Core,987
Intel Pentium Extreme Edition 965 @ 3.73GHz,987
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984
AMD E2-9030,983
Intel Core2 Duo T9300 @ 2.50GHz,983
Intel Xeon 3060 @ 2.40GHz,983
AMD Opteron 1218 HE,979
AMD Athlon 7750 Dual-Core,978
AMD Athlon II X2 4400e,978
Intel Core2 Duo T7800 @ 2.60GHz,976
Intel Core i3-2340UE @ 1.30GHz,976
Intel Core2 Duo E8335 @ 2.93GHz,975
Intel Core2 Duo P8700 @ 2.53GHz,975
Intel Core2 Duo E8135 @ 2.40GHz,973
AMD Athlon 64 FX-74,972
MT6795M,968
AMD Phenom II N640 Dual-Core,965
Intel Pentium E5400 @ 2.70GHz,965
Intel Core2 Duo T9550 @ 2.66GHz,964
Intel Core2 Duo E7300 @ 2.66GHz,963
Intel Pentium B960 @ 2.20GHz,963
Intel Xeon 5160 @ 3.00GHz,963
Unisoc ums312,963
AMD A4-3300 APU,962
AMD Athlon II X2 215,961
Intel Atom C2538 @ 2.40GHz,960
"Qualcomm Technologies, Inc MSM8939",959
Rockchip RK3566 EVB2 LP4X V10 Board,958
AMD Opteron 285,956
AMD Turion II Ultra Dual-Core Mobile M600,955
MT6750V/CS,955
AMD R-260H APU,954
AMD E2-3200 APU,953
AMD Opteron 290,952
Intel Core2 Duo P9300 @ 2.26GHz,952
ARM Cortex-A57 4 Core 1479 MHz,951
Intel Celeron N2920 @ 1.86GHz,950
Intel Core2 Duo P8800 @ 2.66GHz,949
MediaTek MT8166B,949
Intel Celeron 3205U @ 1.50GHz,947
AMD E2-9000,945
Intel Core2 Duo T7700 @ 2.40GHz,945
Intel Atom x5-E8000 @ 1.04GHz,943
MT8165,943
Intel Celeron J1850 @ 1.99GHz,942
Intel Core2 Duo E6600 @ 2.40GHz,939
AMD Athlon X2 255,938
Intel Celeron E3500 @ 2.70GHz,935
MT6750V/WS,934
AMD Phenom II P650 Dual-Core,933
Pentium Dual-Core T4500 @ 2.30GHz,932
"Qualcomm Technologies, Inc MSM8994",932
AMD Athlon 64 X2 Dual Core 6000+,931
AMD Sempron X2 198 Dual-Core,930
Intel Pentium E5300 @ 2.60GHz,929
Intel Atom x5-E3930 @ 1.30GHz,928
Intel Xeon L3406 @ 2.27GHz,928
ARM Cortex-A72 4 Core 1416 MHz,927
Samsung J7 Max LTE SWA board based on MT6757V/WL,925
Intel Xeon 5150 @ 2.66GHz,924
ARM Cortex-A15 4 Core 2000 MHz,923
AMD Athlon X2 240,921
Intel Pentium E5200 @ 2.50GHz,918
"Qualcomm Technologies, Inc MSM8952",915
AMD Athlon Dual Core 5400B,914
Mediatek MT8766A,913
AMD Turion II Dual-Core Mobile M540,912
Intel Xeon 5148 @ 2.33GHz,912
AMD Opteron 1218,910
MT6761V/CBB,910
AMD Opteron 2220 SE,909
Intel Core i5-520UM @ 1.07GHz,908
Intel Pentium P6200 @ 2.13GHz,908
AMD Athlon 64 X2 Dual Core 5400+,907
AMD Athlon 64 X2 Dual Core 5600+,907
VIA Eden X4 C4250 @ 1.2+GHz,904
Intel Xeon 3.73GHz,901
AMD Athlon 7550 Dual-Core,900
Intel Core i3-2375M @ 1.50GHz,900
AMD Athlon II N370 Dual-Core,899
Intel Pentium G620T @ 2.20GHz,896
Rockchip RK3568 EVB2 LP4X V10 Board,895
AMD E2-9000e,894
Intel Core2 Duo T8300 @ 2.40GHz,894
UGOOS UT8 Board,894
AMD RX-225FB,892
Intel Atom x5-Z8350 @ 1.44GHz,891
Intel Core2 Duo E6550 @ 2.33GHz,889
MT8365,889
Intel Celeron 1017U @ 1.60GHz,888
Rockchip RK3528 DEMO4 DDR4 V10 Board,888
Intel Xeon 5133 @ 2.20GHz,887
AMD Phenom X2 Dual-Core GP-7730,884
ARM FT-2000/4 4 Core 2200 MHz,881
AMD Sempron X2 190,879
AMD Turion II P560 Dual-Core,878
Intel Pentium N3510 @ 1.99GHz,878
Samsung Exynos 7580,878
AMD Turion II N550 Dual-Core,877
Athlon 64 Dual Core 5600+,875
Intel Pentium P6100 @ 2.00GHz,873
AMD Athlon 5000 Dual-Core,872
Intel Celeron 2955U @ 1.40GHz,872
ARM Cortex-A72 4 Core 2300 MHz,870
"rockchip,rk3368",870
SAMSUNG Exynos7580,870
AMD Athlon 5200 Dual-Core,869
AMD Athlon II X2 4450e,867
Intel Xeon 3065 @ 2.33GHz,867
AMD Turion 64 X2 Mobile TL-68,866
Intel Core2 Duo SP9400 @ 2.40GHz,866
Intel Core2 Duo P7550 @ 2.26GHz,865
Intel Celeron P4600 @ 2.00GHz,863
Intel Core2 Duo E4600 @ 2.40GHz,862
Intel Core2 Duo E4700 @ 2.60GHz,862
Synaptics VS640,862
Intel Celeron 2957U @ 1.40GHz,861
Intel Xeon 5140 @ 2.33GHz,857
MT8161AA,857
AMD Athlon Dual Core 5000B,856
AMD Athlon X2 250,855
AMD Turion II N530 Dual-Core,855
AMD Turion II Neo N54L Dual-Core,853
BCM2711,852
Intel Core2 Duo P8600 @ 2.40GHz,852
Athlon 64 Dual Core 5000+,850
Intel Pentium 3560Y @ 1.20GHz,849
Intel Pentium B940 @ 2.00GHz,849
Intel Celeron P4500 @ 1.87GHz,848
MT8168M,846
Intel Core2 Duo P7570 @ 2.26GHz,845
MT6750V/W,845
MT9950,845
Intel Celeron E3400 @ 2.60GHz,844
AMD Turion II Dual-Core Mobile M520,843
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,843
Intel Celeron B830 @ 1.80GHz,843
MTK8257,842
AMD TurionX2 Ultra DualCore Mobile ZM-85,841
Intel Core2 Duo P8400 @ 2.26GHz,841
Intel Xeon 3050 @ 2.13GHz,841
Intel Celeron E1600 @ 2.40GHz,840
AMD Athlon 64 X2 Dual Core 5200+,839
AMD Opteron 275,839
Intel Celeron E3200 @ 2.40GHz,839
Thor,839
Intel Xeon E5205 @ 1.86GHz,838
AMD A4-9120e,837
Intel Pentium E2220 @ 2.40GHz,837
Intel Xeon E5502 @ 1.87GHz,837
Intel Core i3-2367M @ 1.40GHz,836
Intel Core i3-2377M @ 1.50GHz,834
Intel Pentium P6300 @ 2.27GHz,834
Intel Celeron 1007U @ 1.50GHz,833
AMD A4-9120C,830
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828
Intel Core i3-2365M @ 1.40GHz,828
Rockchip RK3368,827
AMD Sempron X2 180,826
"Qualcomm Technologies, Inc MSM8992",826
Intel Pentium T4500 @ 2.30GHz,824
AMD Athlon Dual Core 5200B,823
Intel Core2 Extreme X6800 @ 2.93GHz,823
Intel Core2 Duo T7500 @ 2.20GHz,821
MT6761V/WAB,816
Intel Celeron B820 @ 1.70GHz,815
AMD Turion II Ultra Dual-Core Mobile M620,814
Intel Atom x5-Z8300 @ 1.44GHz,814
ARM Cortex-A72 4 Core 2200 MHz,813
MT8766B,813
Intel Atom x5-Z8330 @ 1.44GHz,811
AMD Athlon Dual Core 5050e,809
Intel Pentium 997 @ 1.60GHz,809
Intel Core2 Duo E6540 @ 2.33GHz,808
AMD Athlon II Dual-Core M340,807
AMD A4-4355M APU,806
AMD Opteron 1214 HE,806
Intel Xeon E5503 @ 2.00GHz,804
MT8173,804
AMD Athlon64 X2 Dual Core 4600+,803
nxp IMX8MQ,803
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802
Intel Atom Z3580 @ 1.33GHz,802
AMD Turion II P520 Dual-Core,801
Intel Core2 Duo T6670 @ 2.20GHz,801
Intel Core2 Duo T7600 @ 2.33GHz,801
MT6761V/CAB,801
MT8161A,800
AMD Turion X2 Dual-Core Mobile RM-76,799
AMD Athlon 64 X2 Dual Core 5800+,797
hi6210sft,796
Mediatek MT8696,796
Intel Celeron E3300 @ 2.50GHz,795
Intel Xeon 5130 @ 2.00GHz,795
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795
Intel Atom Z3775D @ 1.49GHz,794
AMD A6-4455M APU,793
Intel Core2 Duo P7450 @ 2.13GHz,792
Intel Core2 Duo P7370 @ 2.00GHz,790
Intel Xeon 3040 @ 1.86GHz,790
AMD Athlon 7450 Dual-Core,789
Intel Core2 Duo L9600 @ 2.13GHz,788
Intel Core i3-2357M @ 1.30GHz,788
Intel Pentium P6000 @ 1.87GHz,787
AMD GX-217GA SOC,784
MT6761V/CD,784
AMD Athlon Dual Core 4850e,783
AMD A4-3310MX APU,782
AMD Opteron 1216,781
Intel Core2 Duo T6600 @ 2.20GHz,780
Intel Core i5-470UM @ 1.33GHz,778
AMD Athlon 64 X2 Dual Core 5000+,776
ARM Cortex-A72 4 Core 2000 MHz,775
Intel Celeron B810 @ 1.60GHz,775
Pentium Dual-Core T4200 @ 2.00GHz,775
Mediatek MT8168B,774
ARM Cortex-A17 4 Core 1800 MHz,773
Intel Celeron N2910 @ 1.60GHz,773
VIA QuadCore L4700 @ 1.2+ GHz,773
Intel Atom Z3735G @ 1.33GHz,772
Intel Core2 Duo E6400 @ 2.13GHz,772
AMD Opteron 1212 HE,771
Athlon Dual Core 4850e,769
AMD Athlon II N350 Dual-Core,767
Intel Core2 Duo P7350 @ 2.00GHz,766
AMD A4-5150M APU,765
AMD Opteron 280,765
Intel Pentium T4300 @ 2.10GHz,765
MediaTek MT6761V/WBB,764
AC8257V/WAB,763
ARM Cortex-A72 4 Core 1900 MHz,763
Intel Core2 Duo T8100 @ 2.10GHz,763
Intel Pentium T4400 @ 2.20GHz,763
Intel Xeon 5120 @ 1.86GHz,763
Intel Atom Z3735D @ 1.33GHz,761
Intel Core2 Duo SL9400 @ 1.86GHz,761
"rockchip,rk3328",761
Intel Core2 Duo E6420 @ 2.13GHz,760
"Qualcomm Technologies, Inc SCUBAIIOT",759
M7221,758
MT6797D,758
AMD A4-3330MX APU,756
AMD Turion II Dual-Core Mobile M500,756
Intel Core2 Duo T6570 @ 2.10GHz,756
AMD GX-218GL SOC,754
Intel Celeron 887 @ 1.50GHz,754
Qualcomm MSM8994,754
Celeron Dual-Core T3500 @ 2.10GHz,752
Rockchip RK3566 EVB1 DDR4 V10 Board,751
Intel Core2 Duo T7400 @ 2.16GHz,750
Intel Atom Z3560 @ 1.00GHz,749
Dual-Core AMD Opteron 1220 SE,748
Intel Celeron 1047UE @ 1.40GHz,748
Spreadtrum SC9853I-IA,748
Intel Core2 Duo E4500 @ 2.20GHz,747
AMD Opteron 180,746
Intel Pentium Dual T2390 @ 1.86GHz,745
AMD Athlon II Dual-Core M320,743
Intel Pentium D 960 @ 3.60GHz,743
MediaTek MT6761V/WE,743
ARM Cortex-A55 4 Core 2124 MHz,742
Intel Core2 Duo T7200 @ 2.00GHz,742
Intel Core2 Duo T6500 @ 2.10GHz,739
MT8696,738
AMD Athlon Dual Core 5600B,737
AMD Opteron 270,736
Athlon 64 Dual Core 3800+,736
Intel Atom Z3770 @ 1.46GHz,736
Intel Pentium D 3.40GHz,736
Intel Celeron E1400 @ 2.00GHz,735
Intel Core i3-380UM @ 1.33GHz,734
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,733
MT8735A,731
"Qualcomm Technologies, Inc APQ8096pro",730
AMD A4-3305M APU,729
AMD Athlon II P360 Dual-Core,728
AMD Athlon Dual Core 4850B,727
AMD Opteron 1216 HE,727
AMD E2-3000 APU,726
Intel Core2 Duo T6400 @ 2.00GHz,725
Qualcomm MSM8974,724
Intel Celeron B815 @ 1.60GHz,723
MT3561S,723
Intel Pentium E2200 @ 2.20GHz,721
AMD Athlon 64 X2 Dual Core 4600+,720
AMD Athlon Dual Core 4450B,719
Intel Pentium T4200 @ 2.00GHz,718
Intel Core2 Duo E6320 @ 1.86GHz,717
"Qualcomm Technologies, Inc SDA429W",715
AMD Athlon II X2 260u,713
ARM Cortex-A72 6 Core 1008 MHz,712
MediaTek MT8168A,712
AMD A4-3300M APU,711
AMD Athlon 64 FX-60 Dual Core,709
ARM Cortex-A72 4 Core 1800 MHz,709
AMD Turion X2 Dual-Core Mobile RM-75,708
Rockchip RK3288,708
ARM Cortex-A55 4 Core 2100 MHz,707
AMD Athlon Dual Core 4450e,705
Intel Core2 Duo T7250 @ 2.00GHz,705
ARM Cortex-A55 4 Core 1992 MHz,704
Intel Atom E3840 @ 1.91GHz,704
MT8735T,704
Allwinner A133,703
Intel Atom Z3775 @ 1.46GHz,703
Intel Pentium E2210 @ 2.20GHz,702
MT5893,702
Intel Core2 Duo T5870 @ 2.00GHz,698
AMD Opteron 1214,696
AMD Turion 64 X2 Mobile TL-66,696
AMD Opteron 185,695
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695
AMD Athlon II P320 Dual-Core,694
MT6738,692
Samsung EXYNOS5420,692
AMD Athlon II P340 Dual-Core,691
AMD Turion X2 Dual Core Mobile RM-76,691
Intel Atom Z3560 @ 1.83GHz,690
Intel Core2 Duo L9300 @ 1.60GHz,690
AMD Athlon 64 X2 Dual Core 4200+,689
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,689
Intel Celeron P4505 @ 1.87GHz,689
Celeron Dual-Core T3000 @ 1.80GHz,687
Intel Core2 Duo T5850 @ 2.16GHz,687
Intel Pentium E2180 @ 2.00GHz,687
Qualcomm MSM8974PRO-AB,686
Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,686
AMD Turion II Neo K685 Dual-Core,684
Intel Celeron 2961Y @ 1.10GHz,684
Qualcomm APQ 8084 (Flattened Device Tree),683
AMD Athlon 64 X2 Dual Core 4000+,682
AMD Opteron 175,682
ARM Cortex-A53 8 Core 1512 MHz,681
Athlon Dual Core 4450e,681
Intel Core2 Duo T5750 @ 2.00GHz,681
Intel Core2 Duo L7800 @ 2.00GHz,680
AMD Athlon 64 X2 Dual Core 4800+,679
Intel Core2 Duo T7300 @ 2.00GHz,678
AMD Athlon 64 X2 Dual Core 4400+,677
Intel Pentium D 950 @ 3.40GHz,677
AMD Athlon II X2 270u,675
AMD Turion 64 X2 Mobile TL-64,675
Intel Celeron 877 @ 1.40GHz,675
AMD Athlon Dual Core 4050e,674
AMD Athlon X2 Dual Core BE-2400,674
ARM Cortex-A72 4 Core 2100 MHz,674
Intel Core2 Duo E4400 @ 2.00GHz,673
Qualcomm MSM8974PRO-AA,672
AMD Athlon II Dual-Core M300,670
Athlon Dual Core 4050e,670
AMD A4-3320M APU,668
AMD E2-3000M APU,668
ARM Cortex-A72 4 Core 1600 MHz,667
VIA QuadCore U4650 @ 1.0+ GHz,666
AMD Athlon II N330 Dual-Core,665
Intel Celeron J3060 @ 1.60GHz,665
MediaTek MT6737T,664
AMD E2-7015 APU,662
AMD Turion Dual-Core RM-75,659
Intel Celeron N3060 @ 1.60GHz,658
Intel Core2 Duo T5600 @ 1.83GHz,657
Rockchip (Device Tree),656
AMD Turion X2 Dual-Core Mobile RM-74,655
Intel Pentium 987 @ 1.50GHz,655
AMD Turion X2 Dual-Core Mobile RM-72,653
Intel Celeron B800 @ 1.50GHz,652
Intel Core2 Duo T5900 @ 2.20GHz,652
AMD Athlon 64 X2 QL-65,651
Intel Pentium T3400 @ 2.16GHz,651
AMD Turion 64 X2 Mobile TL-62,649
AMD Turion Dual-Core RM-72,649
Qualcomm MSM8917,649
AMD Opteron 170,648
Broadcom STB (Flattened Device Tree),646
Qualcomm MSM8974PRO-AC,645
Intel Pentium 967 @ 1.30GHz,643
AMD Athlon 64 X2 QL-66,641
ARM Cortex-A72 4 Core 1500 MHz,641
Intel Core2 Duo L7500 @ 1.60GHz,641
AMD GX-212JC SOC ,640
AMD Turion 64 X2 Mobile TL-60,639
AMD GX-412TC SOC,638
ARM Cortex-A53 4 Core 1908 MHz,638
Intel Core2 Duo E6300 @ 1.86GHz,638
AMD Athlon 64 X2 Dual Core 3800+,636
Intel Pentium E2160 @ 1.80GHz,636
AMD Turion X2 Dual-Core Mobile RM-77,635
Intel Atom Z3740 @ 1.33GHz,634
Intel Core2 Duo T5550 @ 1.83GHz,632
Intel Core2 Duo T5800 @ 2.00GHz,628
Intel Core i5-430UM @ 1.20GHz,627
Amlogic,626
Intel Celeron E1500 @ 2.20GHz,626
ARM Cortex-A55 4 Core 1800 MHz,624
Intel Pentium U5600 @ 1.33GHz,624
Intel Pentium T3200 @ 2.00GHz,623
Intel Pentium 957 @ 1.20GHz,622
Intel Atom Z3745 @ 1.33GHz,621
AMD Athlon 64 X2 Dual-Core TK-57,620
Celeron Dual-Core T3300 @ 2.00GHz,620
AMD Turion II Neo K625 Dual-Core,618
MT6795MM,618
AMD Athlon 64 X2 QL-64,617
Allwinner H618,616
Intel Celeron N3000 @ 1.04GHz,616
