CPU Name,CPU Mark
Intel Xeon E3-1281 v3 @ 3.70GHz,7408
Intel Core i7-7820HK @ 2.90GHz,7407
Intel Xeon E3-1280 v3 @ 3.60GHz,7402
Intel Xeon E5-1630 v3 @ 3.70GHz,7400
Intel Xeon E5-1620 v4 @ 3.50GHz,7373
Intel Xeon E5-2637 v4 @ 3.50GHz,7370
Google GS201,7369
Intel Xeon @ 2.00GHz,7363
Intel Core i3-9320 @ 3.70GHz,7358
Intel Xeon D-1559 @ 1.50GHz,7353
QTI SM8475,7339
Intel Core i7-6920HQ @ 2.90GHz,7319
Mediatek MT6895Z_B/TCZA,7318
Intel Core i3-10100T @ 3.00GHz,7311
AMD Ryzen 3 3200GE,7309
Intel Xeon E-2224 @ 3.40GHz,7307
Intel Xeon Phi 7210 @ 1.30GHz,7306
Intel Xeon E3-1246 v3 @ 3.50GHz,7283
Intel Xeon E3-1270 v3 @ 3.50GHz,7280
AMD Opteron 6281,7279
Intel Core i7-6700T @ 2.80GHz,7267
Intel Xeon E5-2637 v3 @ 3.50GHz,7266
Intel Core i7-4790 @ 3.60GHz,7263
Intel Xeon E3-1275 v3 @ 3.50GHz,7244
Intel Xeon W3690 @ 3.47GHz,7244
AMD Ryzen 5 Microsoft Surface Edition,7243
AMD Ryzen 5 3580U,7240
AMD Ryzen 3 PRO 1300,7234
Intel Xeon E5-4610 v3 @ 1.70GHz,7229
AMD Ryzen 7 PRO 2700U,7215
AMD Ryzen 7 3700U,7181
Intel Xeon E5-2628L v2 @ 1.90GHz,7181
Intel Xeon D-1539 @ 1.60GHz,7175
Intel Core i7-7820HQ @ 2.90GHz,7173
AMD Ryzen 7 3700C,7145
Intel 300,7142
vendor Kirin9000E,7141
AMD Ryzen 3 3200G,7139
Intel Core i3-9300 @ 3.70GHz,7137
Intel Core i7-4771 @ 3.50GHz,7129
Intel Core i7-4770K @ 3.50GHz,7128
Intel Xeon E3-1241 v3 @ 3.50GHz,7127
AMD Athlon Gold 3150G,7112
Intel Core i7-990X @ 3.47GHz,7104
Intel Xeon X5679 @ 3.20GHz,7095
Intel Core i7-4940MX @ 3.10GHz,7088
Intel Core i7-6770HQ @ 2.60GHz,7081
Intel Xeon E3-1240 v3 @ 3.40GHz,7060
Intel Core i7-4770 @ 3.40GHz,7056
QTI SG8175P,7046
Intel Core i7-6820HK @ 2.70GHz,7041
Intel Xeon E5-2430 v2 @ 2.50GHz,7039
Intel Xeon E5-4620 @ 2.20GHz,7037
Intel Core i7-5850EQ @ 2.70GHz,7036
Intel Xeon E3-1231 v3 @ 3.40GHz,7036
Intel Xeon X5690 @ 3.47GHz,7030
Mediatek MT8797Z/CNZA,7026
Intel Xeon E3-1245 v3 @ 3.40GHz,7015
Intel Xeon E5-4640 @ 2.40GHz,7012
AMD Athlon Gold PRO 3150GE,7006
Intel Core i7-4790S @ 3.20GHz,7005
AMD Ryzen 5 PRO 3500U,7002
Intel Core i7-6820EQ @ 2.80GHz,7001
AMD Ryzen Embedded R2514,6998
AMD Ryzen 3 PRO 3200G,6990
Intel Xeon E5-1620 v3 @ 3.50GHz,6988
Intel Xeon E5-4607 v2 @ 2.60GHz,6986
AMD Ryzen 3 1300X,6985
Intel Xeon W3680 @ 3.33GHz,6981
Intel Xeon E3-1285 v3 @ 3.60GHz,6974
AMD Ryzen 5 3500U,6970
Intel Xeon E-2124 @ 3.30GHz,6966
AMD Ryzen 7 3780U,6961
Intel Xeon E3-1265L v4 @ 2.30GHz,6954
Intel Xeon E3-1505M v5 @ 2.80GHz,6952
Intel Core i5-8305G @ 2.80GHz,6951
AMD Ryzen 7 2700U,6943
Intel Xeon E5-2623 v4 @ 2.60GHz,6940
Intel Core i7-980 @ 3.33GHz,6926
AMD Opteron 6287 SE,6925
Intel Core i7-7700HQ @ 2.80GHz,6925
vendor Kirin9000,6914
Intel Core i3-9100E @ 3.10GHz,6868
Intel Core i7-5850HQ @ 2.70GHz,6866
Intel Core i3-8350K @ 4.00GHz,6862
Intel Core i5-7640X @ 4.00GHz,6844
Intel Xeon X5680 @ 3.33GHz,6838
Intel Core i7-6820HQ @ 2.70GHz,6828
Intel Core i7-980X @ 3.33GHz,6823
Intel Xeon E3-1285L v3 @ 3.10GHz,6819
Intel Xeon E3-1230 v3 @ 3.30GHz,6801
Intel Core i5-7600K @ 3.80GHz,6798
Intel Xeon E5-2623 v3 @ 3.00GHz,6790
AMD Ryzen 3 PRO 2200G,6786
Intel Core i7-10610U @ 1.80GHz,6781
Intel Pentium Gold G7400,6776
ARM Firestorm 8 Core 2064 MHz,6775
Intel Xeon E5-2448L v2 @ 1.80GHz,6774
Snapdragon 8cx Gen 2 @ 3.0 GHz,6770
AMD FX-9590 Eight-Core,6769
AMD Ryzen 3 2200G,6767
Intel Core i7-4770S @ 3.10GHz,6765
Intel Core i3-9100F @ 3.60GHz,6744
Qualcomm SM8250,6743
AMD Ryzen 5 3450U,6722
AMD Ryzen 3 PRO 3200GE,6710
AMD Ryzen Embedded V1605B,6710
Google Tensor,6708
Intel Xeon E5-2630L v2 @ 2.40GHz,6701
Mediatek MT6895Z/TCZA,6696
AMD Opteron 6380,6687
Mediatek MT6893Z_T/CZA,6676
Intel Xeon D-2123IT @ 2.20GHz,6673
AMD Ryzen 5 PRO 2500U,6658
Mediatek MT8789,6640
Intel Xeon D-1528 @ 1.90GHz,6638
Intel Core i7-10510U @ 1.80GHz,6626
Intel Xeon E3-1275 V2 @ 3.50GHz,6624
Intel Core i7-4770R @ 3.20GHz,6620
Samsung s5e9925,6606
Intel Core i3-9100 @ 3.60GHz,6605
Intel Xeon Platinum 8151 @ 3.40GHz,6591
Intel Core i7-1060NG7 @ 1.20GHz,6588
"Qualcomm Technologies, Inc SM8350AC",6588
Snapdragon 8cx Gen 2 @ 3.15 GHz,6586
Intel Core i5-7600 @ 3.50GHz,6574
Intel Core i7-970 @ 3.20GHz,6561
Intel Xeon E3-1280 V2 @ 3.60GHz,6558
QTI SM8250,6556
"Qualcomm Technologies, Inc SA8195P",6554
QTI SM8350,6553
Intel Xeon E5-1620 v2 @ 3.70GHz,6551
MT8797Z/CNZA,6550
CentaurHauls @2000MHz,6549
Qualcomm SM8350,6544
Intel Core i7-4980HQ @ 2.80GHz,6541
AMD Ryzen 5 2500U,6531
Intel Core i7-6700HQ @ 2.60GHz,6531
Intel Core i7-4820K @ 3.70GHz,6527
Intel Xeon E3-1290 V2 @ 3.70GHz,6526
Intel Core i7-4960HQ @ 2.60GHz,6495
MediaTek MT6983,6493
MT6893Z_Z/CZA,6485
Intel Xeon E3-1270 V2 @ 3.50GHz,6474
Intel Core i7-3770K @ 3.50GHz,6467
MT6893Z/CZA,6467
Intel Xeon E5-4610 @ 2.40GHz,6460
Mediatek MT6891Z_Z/CZA,6458
"Odin based on Qualcomm Technologies, Inc SM8350",6456
Intel Xeon E3-1286L v3 @ 3.20GHz,6450
"redwood based Qualcomm Technologies, Inc. SM7325",6448
Intel Xeon E3-1240L v5 @ 2.10GHz,6446
Intel Xeon Silver 4112 @ 2.60GHz,6446
Intel Core i5-10310U @ 1.70GHz,6436
Intel Xeon X5675 @ 3.07GHz,6433
"Qualcomm Technologies, Inc SM7325",6431
Intel Xeon W3670 @ 3.20GHz,6426
Intel Core i7-4930MX @ 3.00GHz,6419
Intel Xeon E5-2608L v3 @ 2.00GHz,6415
Intel Xeon E5-2637 v2 @ 3.50GHz,6413
Mediatek MT6883Z/CZA,6413
Intel Core i7-3770 @ 3.40GHz,6409
"Qualcomm Technologies, Inc SM8250_AC",6408
QTI SM8450,6405
AMD Opteron 6282 SE,6385
MT6893Z_B/CZA,6371
"taoyao based Qualcomm Technologies, Inc. Yupik IDP",6359
Intel Xeon E-2276ML @ 2.00GHz,6353
AMD Ryzen 3 PRO 2200GE,6352
Intel Xeon E5-2420 v2 @ 2.20GHz,6352
Intel Core i7-4870HQ @ 2.50GHz,6340
Intel Xeon E3-1240 V2 @ 3.40GHz,6340
Intel Core i7-4790T @ 2.70GHz,6338
Intel Xeon E-2254ML @ 1.70GHz,6333
Intel Xeon E5-2430L v2 @ 2.40GHz,6332
Intel Core i7-4910MQ @ 2.90GHz,6330
Intel Xeon E3-1225 v6 @ 3.30GHz,6329
Intel Core i5-6600K @ 3.50GHz,6328
Intel Xeon E3-1245 V2 @ 3.40GHz,6323
Intel Xeon E5-2640 @ 2.50GHz,6323
Mediatek MT6893,6323
Mediatek MT6889,6322
AMD Ryzen 3 1200,6313
Intel Core i7-4760HQ @ 2.10GHz,6300
Intel Core i3-8300 @ 3.70GHz,6299
Intel Xeon E5-4617 @ 2.90GHz,6298
HiSilicon Kirin,6283
"Qualcomm Technologies, Inc KONA-IOT",6282
Intel Core i7-8650U @ 1.90GHz,6277
Intel Core i7-6700TE @ 2.40GHz,6273
Intel Xeon E3-1275L v3 @ 2.70GHz,6260
Intel Xeon E5-1428L v2 @ 2.20GHz,6255
AMD Opteron 6276,6245
Intel Core i7-4860HQ @ 2.40GHz,6242
Intel Xeon E5-2620 v2 @ 2.10GHz,6242
Intel Core i3-10100TE @ 2.30GHz,6237
Intel Core i7-8665U @ 1.90GHz,6234
SM7325,6230
Intel Core i5-8365U @ 1.60GHz,6229
Intel Core i5-8350U @ 1.70GHz,6228
Intel Core i5-10210U @ 1.60GHz,6216
Intel Xeon D-1622 @ 2.60GHz,6205
AMD FX-8370 Eight-Core,6201
Intel Xeon E5-2650L @ 1.80GHz,6192
Intel Core i7-8565UC @ 1.80GHz,6187
Intel Xeon E3-1230 V2 @ 3.30GHz,6183
Intel Core i7-3770S @ 3.10GHz,6176
Samsung Exynos 990,6176
Intel Core i3-9300T @ 3.20GHz,6164
Intel Xeon E3-1265L v3 @ 2.50GHz,6163
Intel Core i3-1215UL,6161
Microsoft SQ2 @ 3.15 GHz,6151
Intel Xeon E5-2630 @ 2.30GHz,6149
MT6893Z_C/CZA,6139
Intel Core i3-8100 @ 3.60GHz,6136
AMD FX-9370 Eight-Core,6134
SM8350,6131
QTI SM7435,6128
Intel Core i7-4850HQ @ 2.30GHz,6123
Intel Core i3-1115G4 @ 3.00GHz,6122
Intel Core i7-8565U @ 1.80GHz,6122
Intel Core i7-4900MQ @ 2.80GHz,6114
"Qualcomm Technologies, Inc SM8350",6112
Intel Xeon X5670 @ 2.93GHz,6110
Samsung s5e8835,6102
AMD Ryzen 3 PRO 1200,6100
Intel Core i7-4770HQ @ 2.20GHz,6093
Intel Xeon E5-2440 @ 2.40GHz,6091
Intel Core i7-5675C @ 3.10GHz,6089
Intel Xeon E3-1505L v6 @ 2.20GHz,6088
Intel Xeon E3-1268L v5 @ 2.40GHz,6079
Intel Xeon E5-2658 @ 2.10GHz,6073
AMD Opteron 6344,6069
vendor Kirin990,6061
AMD Ryzen 3 2200GE,6056
Intel Core i7-4810MQ @ 2.80GHz,6056
AMD FX-8350 Eight-Core,6053
AMD EPYC 3101 4-Core,6050
Intel Xeon X5660 @ 2.80GHz,6050
Intel Core i3-8100B @ 3.60GHz,6045
MT6893Z_A/CZA,6043
Intel Core i5-6600 @ 3.30GHz,6037
AMD Ryzen Embedded R2314,6031
Intel Core i7-5700HQ @ 2.70GHz,6031
MT6891Z/CZA,6025
Intel Core i5-7500 @ 3.40GHz,6022
Qualcomm SM7325,6020
Intel Core i5-8265U @ 1.60GHz,6016
AMD Ryzen Embedded V1404I,6007
Intel Xeon E3-1225 v5 @ 3.30GHz,5973
Intel N97,5960
Intel Xeon E-2104G @ 3.20GHz,5944
QTI SM7325,5943
Intel Core i7-8550U @ 1.80GHz,5926
Intel Core i7-4770T @ 2.50GHz,5917
Intel Core i7-3840QM @ 2.80GHz,5916
Intel Core i3-1115G4E @ 3.00GHz,5912
AMD Ryzen 3 PRO 3300U,5905
Intel Core i5-8250U @ 1.60GHz,5895
AMD Opteron 6378,5889
Intel Xeon E5-2450L @ 1.80GHz,5880
AMD Ryzen 3 3350U,5873
Intel Core i5-7600T @ 2.80GHz,5872
Intel Xeon E5-1620 @ 3.60GHz,5865
"Qualcomm Technologies, Inc SM8250",5852
Intel Core i7-4710MQ @ 2.50GHz,5841
AMD Ryzen 3 PRO 2300U,5828
MT6891,5817
Intel Core i7-5700EQ @ 2.60GHz,5803
Intel Core i7-4800MQ @ 2.70GHz,5796
Intel Xeon E3-1220 v5 @ 3.00GHz,5788
Intel Atom x7425E,5777
AMD Opteron 4274 HE,5776
Intel Xeon E3-1268L v3 @ 2.30GHz,5770
Intel Xeon Bronze 3106 @ 1.70GHz,5769
Intel Core i7-4720HQ @ 2.60GHz,5765
QTI SM6450,5763
Intel Core i7-3820 @ 3.60GHz,5754
AMD Ryzen 3 3300U,5748
Intel Core i7-3940XM @ 3.00GHz,5744
Intel Xeon E3-1220 v6 @ 3.00GHz,5744
MT8195AV/ZA,5735
Intel Core i7-2700K @ 3.50GHz,5734
Intel Core i3-8300T @ 3.20GHz,5733
Intel Xeon W-2104 @ 3.20GHz,5729
Intel Xeon X5650 @ 2.67GHz,5725
Intel Core i5-1030NG7 @ 1.10GHz,5720
Intel Core i5-7440EQ @ 2.90GHz,5711
Intel Core i5-8365UE @ 1.60GHz,5711
Intel Core i7-3740QM @ 2.70GHz,5702
MT6893Z_D/CZA,5701
Intel Core i7-3820QM @ 2.70GHz,5696
Intel Pentium Gold G7400T,5688
Intel Core i5-4690K @ 3.50GHz,5687
Intel Xeon E5649 @ 2.53GHz,5686
Intel Xeon E3-1205 v6 @ 3.00GHz,5682
Intel Core i5-6600T @ 2.70GHz,5674
Intel Core i7-3720QM @ 2.60GHz,5674
Intel Core i7-4750HQ @ 2.00GHz,5669
MT6883Z/CZA,5665
Intel Xeon D-1521 @ 2.40GHz,5657
"Qualcomm Technologies, Inc KONA",5657
Intel Core i7-3920XM @ 2.90GHz,5651
Intel Core i7-4700HQ @ 2.40GHz,5651
AMD Opteron 6274,5643
Apple A13 Bionic,5643
Intel Core i5-6500 @ 3.20GHz,5635
Intel Xeon E3-1240L v3 @ 2.00GHz,5634
SM8325,5629
AMD Opteron 6238,5625
Intel N100,5621
Intel Core i7-4722HQ @ 2.40GHz,5620
Intel Xeon E3-1280 @ 3.50GHz,5615
AMD Opteron 6366 HE,5613
Intel Core i3-9100T @ 3.10GHz,5602
Intel Xeon E5-2430 @ 2.20GHz,5586
AMD Opteron 6376,5572
AMD Ryzen 5 3500C,5564
Intel Core i5-4670K @ 3.40GHz,5562
Intel Core i5-4690 @ 3.50GHz,5562
Snapdragon 7325,5561
"Qualcomm Technologies, Inc SDM778G",5553
Intel Xeon E3-1226 v3 @ 3.30GHz,5551
Intel Core i7-3615QE @ 2.30GHz,5548
Snapdragon 855 @ 2.84 GHz,5547
Intel Core i5-5675C @ 3.10GHz,5546
Intel Core i5-7440HQ @ 2.80GHz,5544
Intel Xeon E5-2430L @ 2.00GHz,5539
Intel Core i5-4670 @ 3.40GHz,5532
Intel Core i5-5675R @ 3.10GHz,5526
Intel Core i7-4710HQ @ 2.50GHz,5522
Intel Xeon E5-1410 v2 @ 2.80GHz,5522
AMD Ryzen 3 2300U,5518
Qualcomm SM8150,5517
Microsoft SQ1 @ 3.0 GHz,5510
Intel Core i5-4690S @ 3.20GHz,5508
Intel Core i7-4785T @ 2.20GHz,5504
Intel Core i7-4860EQ @ 1.80GHz,5500
Intel Xeon E3-1275 @ 3.40GHz,5498
Intel Core i5-7400 @ 3.00GHz,5489
Intel Core i7-2600K @ 3.40GHz,5487
ARM Cortex-A72 16 Core 2200 MHz,5470
Samsung Exynos 2100,5459
"lisa based Qualcomm Technologies, Inc. SM7325",5456
QTI SM7350,5450
AMD FX-8320 Eight-Core,5445
Intel Core i7-3770T @ 2.50GHz,5444
Intel Xeon E5-2609 v4 @ 1.70GHz,5443
Intel Core i5-760S @ 2.53GHz,5440
Intel Core i5-6402P @ 2.80GHz,5436
Intel Xeon E5-2643 @ 3.30GHz,5433
Intel Xeon E3-1290 @ 3.60GHz,5429
Intel Core i5-6440EQ @ 2.70GHz,5419
AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz,5417
vendor Kirin985,5417
Mediatek MT6891,5412
"Venus based on Qualcomm Technologies, Inc SM8350",5398
Intel N95,5395
Intel Xeon E3-1240 @ 3.30GHz,5389
QTI SM7450,5389
Intel Xeon E3-1270 @ 3.40GHz,5380
Intel Xeon E5-2418L v2 @ 2.00GHz,5380
Intel Pentium Silver N6005 @ 2.00GHz,5372
Intel Core i5-4590 @ 3.30GHz,5368
Virtual @ 2.99GHz,5365
"Haydn based on Qualcomm Technologies, Inc SM8350",5359
Intel Core i7-4712HQ @ 2.30GHz,5355
Intel Core i7-4700MQ @ 2.40GHz,5352
QTI SM8150,5352
Intel Core i7-2600 @ 3.40GHz,5336
Intel Xeon E3-1245 @ 3.30GHz,5335
Intel Core i7-4702HQ @ 2.20GHz,5334
Intel Core i7-4712MQ @ 2.30GHz,5321
Intel Xeon X5687 @ 3.60GHz,5309
AMD Opteron 6328,5306
Intel Xeon E3-1225 v3 @ 3.20GHz,5305
Intel Xeon E5-2630L @ 2.00GHz,5305
vendor Kirin980,5305
AMD FX-8370E Eight-Core,5303
Intel Xeon E3-1505L v5 @ 2.00GHz,5301
AMD FX-8300 Eight-Core,5299
"Vili based on Qualcomm Technologies, Inc SM8350",5299
Intel Xeon E5-2620 @ 2.00GHz,5289
Intel Core i3-8100T @ 3.10GHz,5268
Intel Xeon E5-2648L @ 1.80GHz,5262
MT6877V/TTZA,5253
Intel Core i5-7500T @ 2.70GHz,5251
Intel Xeon E3-1230L v3 @ 1.80GHz,5251
AMD FX-8150 Eight-Core,5250
Mediatek MT6875,5249
Intel N200,5245
Intel Core i7-6822EQ @ 2.00GHz,5241
Mediatek MT6879V_T/ZA,5241
"Star based on Qualcomm Technologies, Inc SM8350",5241
AMD Opteron 6272,5240
Intel Core i7-4700EQ @ 2.40GHz,5238
Intel Core i5-4670R @ 3.00GHz,5233
"Mars based on Qualcomm Technologies, Inc SM8350",5230
Snapdragon 8c @ 2.46 GHz,5230
Intel Core i5-4570 @ 3.20GHz,5222
Intel Core i7-3615QM @ 2.30GHz,5220
Intel Xeon D-1527 @ 2.20GHz,5213
Intel Xeon E3-1220 v3 @ 3.10GHz,5206
Intel Pentium Gold 7505 @ 2.00GHz,5203
Intel Xeon E5-1607 v4 @ 3.10GHz,5187
Intel Core i7-4702MQ @ 2.20GHz,5180
Intel Core i7-8665UE @ 1.70GHz,5170
Intel Core i5-6400 @ 2.70GHz,5168
MT8188JV/A,5151
Intel Core i5-4590S @ 3.00GHz,5134
Intel Atom C3758R @ 2.40GHz,5131
Intel Core i5-4670S @ 3.10GHz,5130
Snapdragon 860 @ 2.96 GHz,5130
AMD FX-8310 Eight-Core,5128
Intel Core i7-3630QM @ 2.40GHz,5127
Intel Core i7-3610QM @ 2.30GHz,5122
Intel Core i5-6440HQ @ 2.60GHz,5102
MT6893,5102
Intel Core i7-10510Y @ 1.20GHz,5100
Intel Core i5-7300HQ @ 2.50GHz,5097
Intel Core i7-4765T @ 2.00GHz,5097
Intel Xeon E3-1230 @ 3.20GHz,5091
Hisilicon Kirin9000,5083
AMD FX-8320E Eight-Core,5080
Intel Core i5-5575R @ 2.80GHz,5074
Intel Xeon W-2102 @ 2.90GHz,5074
Intel Core i5-8265UC @ 1.60GHz,5073
Intel Xeon E3-1265L V2 @ 2.50GHz,5064
Intel Xeon E5645 @ 2.40GHz,5046
vendor Kirin820,5044
Intel Core i5-4670K CPT @ 3.40GHz,5034
Intel Xeon E3-1235 @ 3.20GHz,5030
Intel Core i7-3610QE @ 2.30GHz,5026
Intel Xeon E5-2420 @ 1.90GHz,5023
Intel Xeon E3-1235L v5 @ 2.00GHz,5013
Intel Core i5-4570S @ 2.90GHz,5009
Intel Xeon X5677 @ 3.47GHz,5003
Mediatek MT6877,5000
Intel Xeon X5672 @ 3.20GHz,4994
Intel Xeon E5-1607 v3 @ 3.10GHz,4986
Mediatek MT6877V/TZA,4962
Intel Core i3-1005G1 @ 1.20GHz,4960
Intel Core i5-3570K @ 3.40GHz,4955
Intel Core i3-7350K @ 4.20GHz,4947
Apple A12 Bionic,4936
Intel Core i7-3612QE @ 2.10GHz,4929
Intel Core i5-3570 @ 3.40GHz,4922
Intel Xeon D-1520 @ 2.20GHz,4917
Mediatek MT6877V/TTZA,4903
SM8450,4896
Intel Core i5-4460 @ 3.20GHz,4878
MT6877V/TZA,4871
Mediatek MT8791V/TN,4869
AMD FX-8140 Eight-Core,4860
Intel Xeon D-1518 @ 2.20GHz,4854
"Samsung Technologies, Inc Exynos E1080",4846
Intel Core i3-7320 @ 4.10GHz,4844
"Renoir based on Qualcomm Technologies, Inc SM7350",4842
Intel Xeon Bronze 3204 @ 1.90GHz,4835
Intel Core i5-7442EQ @ 2.10GHz,4834
Mediatek Dimensity 7200-Pro (MT6886),4808
Snapdragon 8cx @ 2.84 GHz,4806
Intel Core i5-3550 @ 3.30GHz,4801
MT6877V/ZA,4787
Intel Core i5-6500T @ 2.50GHz,4782
AMD Athlon Gold 7220U,4780
Intel Core i5-4440 @ 3.10GHz,4765
Intel Core i7-2960XM @ 2.70GHz,4760
AMD Opteron 6220,4753
Intel Xeon E3-1225 V2 @ 3.20GHz,4746
Intel Core i5-4470S @ 3.00GHz,4742
Mediatek MT6877V/ZA,4736
Intel Core i5-7400T @ 2.40GHz,4732
Intel Core i7-3635QM @ 2.40GHz,4726
Intel Core i5-6500TE @ 2.30GHz,4724
MT8771V/PZA,4723
Intel Atom C3858 @ 2.00GHz,4707
Intel Xeon E5-1410 @ 2.80GHz,4701
Intel Core i5-6300HQ @ 2.30GHz,4699
Intel Xeon E5-1603 v4 @ 2.80GHz,4695
Intel Xeon E5-2603 v4 @ 1.70GHz,4695
Intel Core i5-3470 @ 3.20GHz,4676
Intel Core i7-3632QM @ 2.20GHz,4673
Intel Core i7-3612QM @ 2.10GHz,4668
AMD Opteron 4284,4665
Intel Xeon E3-1220 V2 @ 3.10GHz,4665
Intel Core i5-4690T @ 2.50GHz,4654
Intel Core i5-4430 @ 3.00GHz,4649
Intel Core i7-2600S @ 2.80GHz,4649
Intel Xeon X5667 @ 3.07GHz,4649
AMD FX-8120 Eight-Core,4639
Samsung Exynos 980,4637
AMD Athlon Silver PRO 3125GE,4633
Intel Core i7-6970HQ @ 2.80GHz,4632
Intel Core i5-3570S @ 3.10GHz,4619
Intel Atom C3758 @ 2.20GHz,4614
Intel Xeon L5640 @ 2.27GHz,4606
Mediatek MT6855V/AZA,4602
Snapdragon 8350,4599
Samsung s5e8825,4591
Mediatek MT6853V/TNZA,4586
AMD Ryzen Embedded V1500B,4584
Intel Core i5-4460S @ 2.90GHz,4584
"Qualcomm Technologies, Inc SM8150",4583
Intel Core i5-4570R @ 2.70GHz,4575
Mediatek MT8781V/NA,4566
Qualcomm SC7180P,4558
Intel Core i7-4770TE @ 2.30GHz,4557
Intel Core i7-2860QM @ 2.50GHz,4552
Intel Celeron G6900,4551
Mediatek MT6855,4551
Intel Core i5-6442EQ @ 1.90GHz,4548
MT6877T,4548
AMD Athlon Silver 3050GE,4545
AMD FX-6350 Six-Core,4542
AMD Athlon 240GE,4534
Intel Core i3-7300 @ 4.00GHz,4530
Rockchip RK3588,4521
Samsung s5e8535,4516
Intel Core i3-6320 @ 3.90GHz,4506
AMD Opteron 4280,4504
MT6889Z/CZA,4504
Intel Pentium Gold G6605 @ 4.30GHz,4502
Intel Core i3-9100TE @ 2.20GHz,4501
Intel Core i5-3450 @ 3.10GHz,4496
"Qualcomm Technologies, Inc SM8150P",4495
AMD Athlon 3000G,4487
Mediatek DM700,4471
Intel Core i5-3550S @ 3.00GHz,4455
Mediatek MT6835,4448
Intel Core i5-10210Y @ 1.00GHz,4444
Intel Xeon E5-2609 v3 @ 1.90GHz,4444
Intel Xeon X5647 @ 2.93GHz,4441
SM6375,4441
Intel Core i5-4670T @ 2.30GHz,4433
Intel Core i3-7101E @ 3.90GHz,4430
AMD Athlon 220GE,4429
Intel Xeon E5-1603 v3 @ 2.80GHz,4428
Intel Pentium 6805 @ 1.10GHz,4424
Intel Xeon Bronze 3104 @ 1.70GHz,4424
Intel Xeon L5639 @ 2.13GHz,4419
AMD FX-6330 Six-Core,4418
Intel Core i7-2920XM @ 2.50GHz,4418
Mediatek MT8771V/PZA,4414
Apple A11 Bionic,4403
AMD Athlon PRO 300GE,4402
MT6875,4393
Intel Core i3-1110G4 @ 1.80GHz,4390
Intel Core i7-2820QM @ 2.30GHz,4389
AMD Athlon 320GE,4388
Intel Core i3-8121U @ 2.20GHz,4388
Intel Core i5-3470S @ 2.90GHz,4387
Intel Core i5-4440S @ 2.80GHz,4385
Intel Core i7-2760QM @ 2.40GHz,4382
QTI SM7225,4379
AMD Opteron 4386,4378
Intel Celeron J6413 @ 1.80GHz,4378
Intel Core i5-3450S @ 2.80GHz,4375
Intel Pentium Gold G6505 @ 4.20GHz,4371
AMD FX-6130 Six-Core,4353
"Qualcomm Technologies, Inc SDM750G",4350
Hisilicon Kirin980,4349
Mediatek MT6833GP,4346
Intel Core i3-7100 @ 3.90GHz,4340
Mediatek MT6789V/CD,4336
Intel Core i3-6300 @ 3.80GHz,4332
Intel Core i3-1115GRE @ 3.00GHz,4322
MediaTek G99 Ultimate (MT6789),4320
Mediatek MT6833V/PNZA,4312
Intel Core i5-4430S @ 2.70GHz,4307
QTI SM7250,4304
Qualcomm SDM845,4287
Mediatek MT6833V/ZA,4286
Intel Atom C3958 @ 2.00GHz,4281
Intel Core i5-6400T @ 2.20GHz,4280
AMD Athlon 300GE,4277
Intel Pentium Gold G6600 @ 4.20GHz,4273
Intel Core i5-3350P @ 3.10GHz,4272
vendor Kirin810,4259
天玑900,4259
Mediatek MT8781V/CA,4256
Intel Core i5-6350HQ @ 2.30GHz,4255
"Qualcomm Technologies, Inc SM6375",4255
Intel Core i5-3340 @ 3.10GHz,4251
Intel Pentium Gold G6405 @ 4.10GHz,4251
Intel Core i5-3475S @ 2.90GHz,4250
Intel Core i3-8109U @ 3.00GHz,4249
Intel Core i3-8140U @ 2.10GHz,4227
Qualcomm SM7150,4225
Intel Core i3-7300T @ 3.50GHz,4211
Mediatek MT8789V/T,4206
AMD FX-6300 Six-Core,4204
Intel Core i5-2450P @ 3.20GHz,4203
QTI SM6375,4194
"Qualcomm Technologies, Inc SM8150_Plus",4193
Intel Xeon E5-1607 v2 @ 3.00GHz,4188
Intel Pentium J6426 @ 2.00GHz,4186
MT6833V/PNZA,4164
Hisilicon Kirin985,4162
MT6833P,4158
QTI SM6350,4152
Intel Core i3-6100 @ 3.70GHz,4151
Intel Core i7-7567U @ 3.50GHz,4147
Intel Pentium Gold G6500 @ 4.10GHz,4145
AMD Ryzen Embedded R1606G,4144
AMD Opteron 3380,4134
Intel Celeron N5095A @ 2.00GHz,4126
Intel Core i5-2500 @ 3.30GHz,4126
Intel Pentium Gold G5600F @ 3.90GHz,4124
Intel Pentium Gold G6400 @ 4.00GHz,4124
Intel Core i5-2500K @ 3.30GHz,4120
Mediatek MT6833,4120
AMD Athlon 200GE,4109
Intel Core i5-3570T @ 2.30GHz,4107
Intel Celeron N5095 @ 2.00GHz,4105
Mediatek MT6781V/CDZAMB-H,4104
MT8789V/T,4104
Intel Pentium Gold G5620 @ 4.00GHz,4102
Intel Core i3-8145UE @ 2.20GHz,4099
MT6833V/ZA,4096
AMD FX-6200 Six-Core,4093
AMD Opteron 3365,4091
Intel Core i5-3330 @ 3.00GHz,4091
Intel Core i7-7660U @ 2.50GHz,4089
AMD Athlon PRO 300U,4080
ARM - 8 Core 1766 MHz,4080
Intel Core i5-4590T @ 2.00GHz,4077
Intel Core i5-3335S @ 2.70GHz,4074
AMD Opteron 6234,4072
